id;rif_contrat;id_modalidad;id_sub_modalidad;fec_inicio_cont;fec_fin_cont;nro_procedimiento;nro_contrato;id_estado_contrato;descr_contrato;bienes;servicios;obras;monto;dolar;euro;petros;bolivares;calidad;responsabilidad;conocimiento;oportunidad;total_calif;calificacion;notf_cont;fecha_not;medio;nro_oc_os;fileimagen;id_usuario;fecha_evaluacion
11220;J002496860;3;0;2010-11-29;2010-12-13;17485;17485;1;REPUESTOS;;;;1870.40;;;;;;;;;73;BUENO;S;2010-12-13;NA;17485;;1;2010-12-13
11221;J000598800;4;0;2010-11-21;2010-12-13;17510;17510;1;BOLETOS AEREOS;;;;622.43;;;;;;;;;60;REGULAR;S;2010-12-13;NA;17510;;1;2010-12-13
11222;J306594698;5;0;2010-10-14;2010-10-15;OC030075;OC030075;21;ADQUISICION DE HUEVOS PARA EL PAE  DEL ESTADO TRUJILLO;;;;43416.00;;;;;;;;;80;BUENO;S;2010-10-14;OTRO;0416-776.25.90;;1;2010-12-13
11223;J002496860;4;0;2010-11-29;2010-12-13;17485;17485;1;REPUESTOS FOTOCOPIADORA;;;;1870.40;;;;;;;;;75;BUENO;S;2010-12-13;NA;17485;;1;2010-12-13
11224;J315645297;4;0;2010-02-17;2010-12-10;cp-oc-dse-34766-2010;34766;5;MATERIALES DE LIMPIEZA;;;;7387.23;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;cp-oc-dse-34766-2010;;1;2010-12-13
11225;J304424795;4;0;2010-06-17;2010-08-30;O/S 2010-874;O/S 2010-874;8;REPARACION GENERAL E INSTALACION Y SUMINISTRO DE UNIDADES DE AIRE ACONDICIONADO EN LA SEDE DE LA SECRETARIA DE EDUCACION Y DEPORTE;;;;311552.25;;;;;;;;;87;MUY BUENO;S;2010-12-13;EMAIL;info@techtrade.com.ve;;1;2010-12-13
11226;J306594698;5;0;2010-10-15;2010-10-16;OC030111;OC030111;21;ADQUISICION DE VERDURAS PARA LA RED SOCIAL DEL ESTADO TRUJILLO ;;;;127659.37;;;;;;;;;80;BUENO;S;2010-10-15;OTRO;0416-776.25.90;;1;2010-12-13
11227;J298258799;4;0;2010-09-24;2010-12-10;cp-oc-dse-34640-2010;34640;5;VIVERES PARA EL COMEDOR UNIVERSITARIO;;;;4379.20;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;cp-oc-dse-34640-2010;;1;2010-12-13
11228;J000598800;4;0;2010-11-01;2010-12-13;17491;17491;1;PASAJES;;;;1740.81;;;;;;;;;80;BUENO;S;2010-12-13;NA;17491;;1;2010-12-13
11229;J311936335;5;0;2010-10-15;2010-10-16;OC030119;OC030119;21;ADQUISICION DE VERDURAS PARA LA RED SOCIAL DEL ESTADO TRUJILLO ;;;;160091.66;;;;;;;;;80;BUENO;S;2010-10-16;OTRO;0414-7291052;;1;2010-12-13
11230;J314365673;4;0;2010-04-07;2010-06-22;16;012-4;1;SERVICIOS NO PERSONALES;;;;21222.88;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11231;J298258799;4;0;2010-10-18;2010-12-10;cp-oc-dse-34760-2010;34760;5;VIVERES PARA EL COMEDOR UNIVERSITARIO;;;;35496.00;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;cp-oc-dse-34760-2010;;1;2010-12-13
11232;J000598800;4;0;2010-11-29;2010-12-13;17495;17495;1;PASAJES AEREOS;;;;5494.88;;;;;;;;;80;BUENO;S;2010-12-13;NA;17495;;1;2010-12-13
11233;J002095695;5;0;2010-10-18;2010-10-22;OC030208;OC030208;21;ADQUISICION DE VINAGRE PARA EL PAE  DEL ESTADO TRUJILLO;;;;897.79;;;;;;;;;80;BUENO;S;2010-10-18;OTRO;0239- - 2311193;;1;2010-12-13
11234;J075455525;5;0;2010-10-25;2010-10-28;OC030281;OC030281;21;ADQUISICION DE MALTA BOTELLA Y LATA, JUGOS TAMPICO PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;184934.40;;;;;;;;;80;BUENO;S;2010-10-25;OTRO;0414-3309397;;1;2010-12-13
11235;J301311760;4;0;2010-11-17;2010-12-13;17503;17503;1;DISEÃÂO;;;;1500.00;;;;;;;;;80;BUENO;S;2010-12-13;NA;17503;;1;2010-12-13
11236;J003298336;4;0;2010-10-21;2010-12-13;17504;17504;1;ALIMENTOS;;;;566.00;;;;;;;;;80;BUENO;S;2010-12-13;NA;17504;;1;2010-12-13
11237;J003298336;4;0;2010-11-04;2010-12-13;17505;17505;1;ALIMENTOS;;;;361.00;;;;;;;;;75;BUENO;S;2010-12-13;NA;17505;;1;2010-12-13
11238;J314365673;4;0;2010-04-07;2010-06-22;16;012-4;1;SERVICIOS NO PERSONALES;;;;21222.88;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11239;J314365673;4;0;2010-03-31;2010-06-14;17;010-3;1;SERVICIO NO PERSONALES.;;;;20082.71;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11240;J075838130;4;0;2010-07-26;2010-12-10;cp-oc-dse-34762-2010;34762;5;VIVERES COMEDOR UNIVERSITARIO;;;;35168.00;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;cp-oc-dse-34762-2010;;1;2010-12-13
11241;J314365673;4;0;2010-04-08;2010-06-29;18;013-4;1;SERVICIO NO PERSONALES;;;;58556.96;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11242;J314365673;4;0;2010-04-16;2010-06-22;19;041-4;1;SERVICIOS NO PERSONALES;;;;11960.48;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11243;J316261727;1;0;2009-10-06;2010-05-21;2007-07-0189-1-0;4600025161;3;CONTROL AMBIENTAL EN AREAS OPERACIONALES ;;;;870893.46;;;;;;;;;75;BUENO;S;2010-11-29;OTRO;S/N ;;1;2010-12-13
11244;J070052929;7;0;2010-02-19;2010-11-05;DAES-52-10;DAES-52-10;14;SUMINISTRO DE GAS A RESIDENCIAS FEMENINAS Y MASCULINAS ;;;;1448.75;;;;;;;;;92;EXCELENTE;S;2010-12-13;FAX;DAES-ADM-120;;1;2010-12-13
11245;J314365673;4;0;2010-04-16;2010-06-29;20;046-4;1;SERVICIO NO PERSONALES;;;;101616.80;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11246;J311546600;4;0;2010-01-20;2010-05-07;CPOT-09-045;4500210259;17;ADQUISICION DE PLACAS Y CALCOMANIAS PARA LA IDENTIFICACION DE EQUIPOS INSTALADOS EN LA RED DE DISTRIBUCION;;;;206920.00;;;;;;;;;80;BUENO;S;2010-11-15;OTRO;PERSONALMENTE;;1;2010-12-13
11247;J307495820;4;0;2010-01-20;2010-04-30;SHF-SSADA-CDP-AB-001-2010;O/C 2010323;8;ADQUISIÃÂN DE VEHICULOS AUTOMOTORES TERRESTRES PARA SER UTILIZADOS POR LA SECRETARIA DE SEGURIDAD ALIMENTARIA Y DESARROLLO AGRARIO DEL EJECUTIVO DEL ESTADO CARABOBO;;;;211841.50;;;;;;;;;87;MUY BUENO;S;2010-01-18;EMAIL;palmeramotors@cantv.net;;1;2010-12-13
11248;J316261727;1;0;2008-10-27;2010-07-07;2007-0189-1-0;4600025131;3;CONTROL AMBIENTAL DE AREAS OPERACIONALES;;;;2469913.07;;;;;;;;;75;BUENO;S;2010-11-29;OTRO;S/N ;;1;2010-12-13
11249;J070088273;6;0;2009-03-24;2009-07-21;5100032980;5100032980;8;ADQUISICIÃÂN DE MATERIAL DE INVENTARIO PARA EL MANTENIMIENTO OPERATIVO DE LA PLANTA DE TELECOMUNICACIONES.;;;;3759999.00;;;;;;;;;80;BUENO;S;2010-12-13;EMAIL;leonardo.rossi@gruposugaca.com;;1;2010-12-13
11250;J314365673;4;0;2010-04-13;2010-06-14;21;044-4;2;MATERIALES, SUMINISTROS Y MERCANCIAS;;;;29939.84;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-13
11251;J306268146;4;0;2010-07-12;2010-12-13;CP-OC-DSE-34647-2010;34647;5;VIVERES COMEDOR UNIVERSITARIO;;;;35369.60;;;;;;;;;75;BUENO;S;2010-12-13;OFICIO;CP-OC-DSE-34647-2010;;1;2010-12-13
11252;J301339193;4;0;2010-11-11;2010-12-10;CP-OC-DSE-34712-34713-2010;34712-34713;5;ESCRITORIOS SILLAS Y BIBLIOTECAS;;;;89980.80;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;CP-OC-DSE-34712-34713-2010;;1;2010-12-13
11253;J070088273;5;0;2009-09-22;2009-11-30;5100035360;5100035360;8;SUMINISTRO DE MATERIALES DE INVENTARIO PARA CUBRIR EL PERIODO AGOSTO # NOVIEMBRE 2009, PARA EL BUEN FUNCIONAMIENTO DE LA PLANTA DE TELECOMUNICACIONES DE LA CORPORACIÃÂN CANTV.;;;;1122720.00;;;;;;;;;80;BUENO;S;2010-12-13;EMAIL;leonardo.rossi@gruposugaca.com;;1;2010-12-13
11254;J070052929;7;0;2010-08-25;2010-11-24;DAES-54-10;DAES-54-10;14;SUMINISTRO DE GAS A RESIDENCIAS ESTUDIANTILES;;;;446.50;;;;;;;;;92;EXCELENTE;S;2010-12-13;FAX;DAES-ADM-121;;1;2010-12-13
11255;J295557914;4;0;2010-11-01;2010-12-10;CP-OC-DSE-34759-2010;34759;5;VERDURAS HORTALIZAS Y FRUTAS;;;;38113.00;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;CP-OC-DSE-34759-2010;;1;2010-12-13
11256;J310653232;4;0;2009-06-04;2009-06-04;ONCTI/CP/026-2009;OC 023-2009;1;ADQUISICION DE EQUIPO DE COMPUTACION;;;;1473.00;;;;;;;;;98;EXCELENTE;S;2010-06-07;FAX;708-69-35;;1;2010-12-13
11257;J311407065;5;0;2010-05-19;2010-05-21;OC014165;OC014165;11;PLATANOS Y PAPA PARA LA RED COMERCIAL DE MERCAL FALCON;;;;14158.00;;;;;;;;;80;BUENO;S;2010-05-19;FAX;2517181989;;1;2010-12-13
11258;J310653232;4;0;2009-06-04;2009-06-16;ONCTI/CP/032-2009;OC 026-2009;1;ADQUISICION DE EQUIPOS DE COMPUTACION;;;;956.00;;;;;;;;;98;EXCELENTE;S;2009-06-17;FAX;708-69-35;;1;2010-12-13
11259;J311407065;5;0;2010-05-24;2010-05-26;OC014431;OC014431;11;FRUTAS VERDURAS Y HORTALIZAS PARA LA RED COMERCIAL DE MERCAL FALCON;;;;83324.42;;;;;;;;;80;BUENO;S;2010-05-24;FAX;2517181989;;1;2010-12-13
11260;J070088273;5;0;2009-09-25;2009-11-30;5100035425;5100035425;8;PROCEDIMIENTO DE CONTRATACIÃÂN DIRECTA PARA EL SUMINISTRO DE MATERIALES DE INVENTARIO PARA CUBRIR EL PERÃÂODO AGOSTO-NOVIEMBRE 2009 PARA EL BUEN FUNCIONAMIENTO DE LA PLANTA DE TELECOMUNICACIONES DE LA CORPORACIÃÂN CANTV;;;;6280398.72;;;;;;;;;98;EXCELENTE;S;2010-12-13;EMAIL;leonardo.rossi@gruposugaca.com;;1;2010-12-13
11261;J295557914;4;0;2010-10-11;2010-12-10;CP-OC-DSE-34736-2010;34736;5;HORTALIZAS VERDURAS Y FRUTAS;;;;30275.00;;;;;;;;;75;BUENO;S;2010-12-10;OFICIO;CP-OC-DSE-34736-2010;;1;2010-12-13
11262;J310653232;4;0;2009-06-25;2009-07-08;ONCTI/CP/040-2009;OC 028-2009;1;ADQUISICION DE EQUIPO DE COMPUTACION;;;;4780.00;;;;;;;;;98;EXCELENTE;S;2009-07-10;FAX;708-69-35;;1;2010-12-13
11263;J310653232;4;0;2009-08-20;2009-08-25;ONCTI/CP/053-2009;OC000037;1;ADQUISICION DE MATERIALES PARA EQUIPOS DE COMPUTACION;;;;525.00;;;;;;;;;98;EXCELENTE;S;2009-08-27;FAX;708-69-35;;1;2010-12-13
11264;J311407065;5;0;2010-05-17;2010-05-19;OC013992;OC013992;11;CEBOLLA, PLATANO Y ÃÂAME PARA LA RED COMERCIAL DE MERCAL FALCON;;;;12562.00;;;;;;;;;80;BUENO;S;2010-05-17;FAX;2517181989;;1;2010-12-13
11265;J300709019;4;0;2009-11-16;2010-10-25;CONS-PREC-INZUVI-09-LAEE-028;INZUVI-048-2009;23;CONSTRUCCIÃÂN DE LA CERCA PERIMETRAL EN EL DESARROLLO HABITACIONAL VILLA LIBERTAD, PARROQUIA MANUEL DAGNINO, MUNICIPIO MARACAIBO DEL ESTADO ZULIA.;;;;496075.79;;;;;;;;;74;BUENO;S;2010-11-16;OFICIO;CCI-S/N-2010;;1;2010-12-14
11266;J301814533;4;0;2009-10-22;2010-11-22;CP-INZUVI-09-FIDES-003;INZUVI-024-2009;23;ACONDICIONAMIENTO DE FACHADAS DEL CONJUNTO HABITACIONAL LLANO ALTO,PARROQUIA JUANA DE AVILA, MUNICIPIO MARACAIBO DEL ESTADO ZULIA.;;;;601102.38;;;;;;;;;87;MUY BUENO;S;2010-12-07;OFICIO;PR-S/N-2010;;1;2010-12-14
11267;J314376306;4;0;2010-02-01;2011-03-17;1;008-2;1;MATERIALES, SUMINISTROS Y MERCANCIA;;;;55699.22;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11268;J314376306;4;0;2010-02-01;2011-03-17;2;004-1;1;MATERIALES, SUMINISTROS Y MERCANCIA;;;;109760.00;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11269;J314376306;4;0;2010-03-05;2011-05-18;3;017-3;1;MATERIALES, SUMINISTROS Y MERCANCIA.;;;;33514.99;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11270;J314376306;4;0;2010-03-05;2011-05-12;4;016-3;1;MATERIALES, SUMINISTROS Y MERCANCIA.;;;;29264.11;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11271;J304649681;5;0;2010-11-08;2010-11-25;OC031499;OC031499;21;ADQUISICION DE LIFETEA  PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;67200.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0212-0212-9936244;;1;2010-12-14
11272;J311936335;5;0;2010-10-22;2010-10-22;OC030690;OC030690;21;ADQUISICION DE VERDURAS PARA LA RED SOCIAL DEL ESTADO TRUJILLO ;;;;158154.58;;;;;;;;;80;BUENO;S;2010-10-22;OTRO;0414-7291052;;1;2010-12-14
11273;J314376306;4;0;2010-03-03;2011-05-12;5;012-3;1;MATERIALES, SUMINISTROS Y MERCANCIA;;;;57704.48;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11274;J314376306;4;0;2010-03-04;2011-05-05;6;002-A-3;1;SERVICIOS NO PERSONALES;;;;55216.00;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11275;J003161950;5;0;2010-10-26;2010-10-28;OC030950;OC030950;21;ADQUISICION DE JUREL  PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;260467.20;;;;;;;;;80;BUENO;S;2010-10-26;OTRO;0212-9797909;;1;2010-12-14
11276;J314376306;4;0;2010-03-04;2011-05-05;7;002-3;1;SERVICIOS NO PERSONALES;;;;42436.80;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11277;J310670064;5;0;2010-11-08;2010-11-25;OC031180;OC031180;21;ADQUISICION DE AVENA EN HOJUELAS PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;51494.40;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0241-8241677;;1;2010-12-14
11278;J305587663;5;0;2010-11-08;2010-11-25;OC031232;OC031232;21;ADQUISICION DE AVENA, MAIZ, ADOBO, MAICENA Y CEBADA PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;248748.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0271-2210974;;1;2010-12-14
11279;J314376306;4;0;2010-04-20;2011-06-14;8;017-4;1;SERVICIOS NO PERSONALES;;;;20082.72;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11280;J305587663;5;0;2010-11-08;2010-11-25;OC031267;OC031267;21;ADQUISICION DE GELATINA PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;267864.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0271-2210974;;1;2010-12-14
11281;J314376306;4;0;2010-04-12;2011-06-14;9;015-4;1;SERVICIOS NO PERSONALES;;;;58558.08;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11282;V093183092;5;0;2010-11-08;2010-11-25;OC031296;OC031296;21;ADQUISICION DE PANELA PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;45600.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0416-0742480;;1;2010-12-14
11283;J309155873;5;0;2010-11-08;2010-11-25;OC031359;OC031359;21;ADQUISICION DE AREQUIPE PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;99120.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0243-2690231;;1;2010-12-14
11284;J309155873;5;0;2010-11-08;2010-11-25;OC031359;OC031359;21;ADQUISICION DE EBEBIDA ACHOCOLATADA PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;93864.96;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0243-2690231;;1;2010-12-14
11285;J314376306;4;0;2010-04-21;2011-06-14;10;019-4;1;SERVICIO NO PERSONALES;;;;19101.60;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11286;J075455525;5;0;2010-11-08;2010-11-25;OC031374;OC031374;21;ADQUISICION DE MALTA LATA Y BOTELLA Y JUSGOS TAMPICO  PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;193252.14;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0414-3309397;;1;2010-12-14
11287;J304649681;5;0;2010-11-08;2010-11-25;OC031497;OC031497;21;ADQUISICION DE LECHECAO PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;324979.20;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0212-0212-9936244;;1;2010-12-14
11288;J312309431;1;0;2009-07-22;2009-09-14;CAAF-09-015;4500204371;17;ADQUISICION DE CABLES CONCENTRICOS MONOPOLAR, BIFASICOS DE 600 VOLTIOS Y CABLE DE COBRE 10X14 AWG;;;;66150.00;;;;;;;;;96;EXCELENTE;S;2010-06-03;OFICIO;EVAL-ALM-2010-00001;;1;2010-12-14
11289;J314376306;4;0;2010-05-11;2011-06-14;11;067-5;1;MATERIALES, SUMINISTROS Y MERCANCIAS;;;;24250.16;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;671;;1;2010-12-14
11290;J312309431;1;0;2009-10-01;2009-11-16;CAAF-09-016;4500205063;17;ADQUSICION DE 104.250 MTS. DE CABLE DE DIFERENTES CARACTERISTICAS PARA REDES DE BAJA TENSIÃÂN;;;;2732605.00;;;;;;;;;98;EXCELENTE;S;2010-06-03;OFICIO;EVAL-ALM-2010-00001;;1;2010-12-14
11291;J314376306;4;0;2010-04-20;2011-06-22;12;047-4-A;1;MATERIALES, SUMINISTROS Y MERCANCIA;;;;107671.20;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11292;J301233808;5;0;2010-11-08;2010-11-25;OC031507;OC031507;21;ADQUISICION DE QUESO FUNDIDO PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;176870.40;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0241-8351097;;1;2010-12-14
11293;J295174225;5;0;2010-11-08;2010-11-25;OC031511;OC031511;21;ADQUISICION DE MAYONESA PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;210720.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0414-4171146/ 0414-9417840;;1;2010-12-14
11294;J302429730;5;0;2010-11-08;2010-11-25;OC031514;OC031514;21;ADQUISICION DE  SAL   PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;106400.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0212-3224330;;1;2010-12-14
11295;J311407065;5;0;2010-05-10;2010-05-12;OC013399;OC013399;11;CEBOLLA, PLATANOS Y PAPA PARA LA RED COMERCIAL DE MERCAL FALCON;;;;23664.00;;;;;;;;;80;BUENO;S;2010-05-10;FAX;2517181989;;1;2010-12-14
11296;J090015043;3;0;2008-11-21;2008-12-21;CC-GOB-MERIDA-INMIVI-FIDES-VIAL-08-026;IN-08-OBR-520;14;ASFALTO DE LAS PRINCIPALES AVENIDAS DE LA CIUDAD DE MÃÂRIDA. MUNICIPIO LIBERTADOR DEL ESTADO MÃÂRIDA.;;;;973000.00;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;INMIVI/PRE/2400/2010;;1;2010-12-14
11297;J311407065;5;0;2010-05-12;2010-05-14;OC013624;OC013624;11;CEBOLLA, PLATANOS Y PAPA PARA LA RED COMERCIAL DE MERCAL FALCON;;;;14766.60;;;;;;;;;80;BUENO;S;2010-05-12;FAX;2517181989;;1;2010-12-14
11298;J309724380;5;0;2010-11-08;2010-11-25;oc031519;oc031519;21;ADQUISICION DE BEBIDA ACHOCOLATADA  LACTOVISOY Y JUGOS PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;238042.56;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0261-7362095;;1;2010-12-14
11299;J307407174;4;0;2010-01-18;2010-12-03;CMV-CP-2010-001;CONTRATO 04/02/2010;8;ADQUISICIÃÂN E IMPLEMENTACIÃÂN DE LICENCIAS DE SOFTWARE PARA LA ADMINISTRACIÃÂN DEL ALMACENAMIENTO Y RESPALDO DE LA CONTRALORÃÂA MUNICIPAL DE VALENCIA;;;;286580.00;;;;;;;;;87;MUY BUENO;S;2010-02-04;OTRO;SE ENTREGO AL PROVEEDOR CONTRATO DE FECHA 04/02/2010;;1;2010-12-14
11300;J311407065;5;0;2010-05-19;2010-05-21;OC014182;OC014182;11;FRUTAS VERDURAS Y HORTALIZAS PARA LA RED COMERCIAL DE MERCAL FALCON;;;;4193.23;;;;;;;;;80;BUENO;S;2010-05-19;FAX;2517181989;;1;2010-12-14
11301;J314376306;4;0;2010-04-26;2010-06-14;12;055-4;1;MATERIALES, SUMINISTROS Y MERCANCIA;;;;11960.48;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;672;;1;2010-12-14
11302;J090015043;4;0;2008-10-23;2008-11-23;CPIR-GOB-MERIDA-INMIVI-LAEE-VIAL-08-158;IN-08-OBR-454;14;ASFALTADO DE BOULEVARD SECTOR NUEVA BOLIVIA. MUNICIPIO TULIO FEBRES CORDERO DEL ESTADO MÃÂRIDA.;;;;231690.23;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;INMIVI/PRE/2400/2010;;1;2010-12-14
11303;J311407065;5;0;2010-05-03;2010-05-07;OC012916;OC012916;11;FRUTAS VERDURAS Y HORTALIZAS PARA LA RED COMERCIAL DE MERCAL FALCON;;;;10038.69;;;;;;;;;80;BUENO;S;2010-05-03;FAX;2517181989;;1;2010-12-14
11304;J312309431;1;0;2009-09-23;2009-10-28;CAAF-09-020;4500204614;17;ADQUSICION DE CABLE DE DIFERENTES CARACTERISTICAS PARA REDES DE MEDIA TENSION;;;;1188290.00;;;;;;;;;96;EXCELENTE;S;2010-06-03;OFICIO;EVAL-ALM-2010-00001;;1;2010-12-14
11305;J311407065;5;0;2010-05-10;2010-05-12;OC013401;OC013401;11;FRUTAS VERDURAS Y HORTALIZAS PARA LA RED COMERCIAL DE MERCAL FALCON;;;;10380.99;;;;;;;;;80;BUENO;S;2010-05-10;FAX;2517181989;;1;2010-12-14
11306;J304371853;5;0;2010-11-08;2010-11-25;OC031524;OC031524;21;ADQUISICION DE JUGOS  PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;316899.07;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0251-2376652 ;;1;2010-12-14
11307;J312309431;1;0;2008-10-30;2009-03-30;CAOT-08-024;OC 55600 / 4500194575;17;ADQUISICION DE CABLES Y CONDUCTORES;;;;524086.08;;;;;;;;;96;EXCELENTE;S;2010-06-03;OFICIO;EVAL-ALM-2010-00001;;1;2010-12-14
11308;J312309431;1;0;2009-04-20;2009-06-18;CAOT-09-004;4500199859;17;ADQUSICION DE CABLES Y CONDUCTORES;;;;1719405.00;;;;;;;;;96;EXCELENTE;S;2010-06-03;OFICIO;EVAL-ALM-2010-00001;;1;2010-12-14
11309;J000255431;5;0;2010-11-08;2010-11-25;OC031526;OC031526;21;ADQUISICION DE FIDEOS Y ADOBO  PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;191724.29;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;(0242) 3643866;;1;2010-12-14
11310;J314976753;5;0;2010-11-08;2010-11-25;OC031527;OC031527;21;ADQUISICION DE COMBO SALSA PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;134400.00;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0246-6267143;;1;2010-12-14
11311;J302120080;5;0;2007-05-14;2008-06-30;2006-07-0073-1-0;4600017083;3;SERVICIO DE MOVIMIENTOS DE TIERRAS EN AREAS OPERACIONALES DE PDVSA;;;;1553212.80;;;;;;;;;95;EXCELENTE;S;2010-11-25;OTRO;S/N ;;1;2010-12-14
11312;J293529387;4;0;2010-08-19;2010-09-19;CP-GOB-MERIDA-INMIVI-LAEE-VIAL-10-092;IN-10-OBR-130;14;MEJORAMIENTO DE LA VIALIDAD AGRICOLA DE BOLERO ALTO, PARROQUIA MESA DE BOLIVAR. MUNICIPIO ANTONIO PINTO SALINAS DEL ESTADO MÃÂRIDA.;;;;97897.64;;;;;;;;;100;EXCELENTE;S;2010-12-14;OFICIO;INMIVI/PRE/2401/2010;;1;2010-12-14
11313;J293726115;4;0;2010-09-01;2010-11-26;CP-CEMALARA-0008-2010;CP-CEMALARA-0008-2010;13;REPARACIONES DE VEHICULOS PERTENECIENTES A LA POLICIA DEL ESTADO LARA;;;;171411.52;;;;;;;;;100;EXCELENTE;S;2010-08-18;FAX;0251-8178624;;1;2010-12-14
11314;G200072431;5;0;2010-11-01;2010-11-25;OC031558;OC031558;21;ADQUISICION DE CAFE MOLIDO  PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;386400.00;;;;;;;;;80;BUENO;S;2010-11-01;OTRO;4166507879;;1;2010-12-14
11315;J090263829;7;0;2008-08-01;2010-11-22;DAES-53-10;DAES-53-10;14;ALQUILER DE PEQUEÃÂO HOTEL PARA ALOJAR A 38 ESTUDIANTTES DE LA UNIVERSIDAD;;;;8740.00;;;;;;;;;91;EXCELENTE;S;2010-12-14;FAX;DAES-ADM-122;;1;2010-12-14
11316;J308354015;5;0;2010-11-08;2010-11-25;OC031561;OC031561;21;ADQUISICION DE ATUN EN ACEITE PARA LA RED COMERCIAL DEL ESTADO TRUJILLO;;;;142921.60;;;;;;;;;80;BUENO;S;2010-11-08;OTRO;0293-4315868;;1;2010-12-14
11317;J311641700;5;0;2010-02-08;2010-02-21;OC003343;OC003343;18;"ADQUISICION DE JAMON DE PIERNA PARA LA RED COMERCIAL
";;;;85575.00;;;;;;;;;87;MUY BUENO;S;2010-02-08;EMAIL;IRISMAR28@hotmail.c;;1;2010-12-14
